site,site.code,year,date,doy,week,observer,obs.start,obs.end,tot.obs.length,weather,habitat,habitat.code,plant.species,abun.rank,notes
Gothic.Spires,GS,2015,19-Jun-15,170,6,JEO,3:40:00 pm,4:20:00 pm,30,clear.warm,aspen,a,Lathyrus.leucanthus,3,
Gothic.Spires,GS,2015,19-Jun-15,170,6,JEO,3:40:00 pm,4:20:00 pm,30,clear.warm,aspen,a,Distegia.involucrata,7,
Gothic.Spires,GS,2015,19-Jun-15,170,6,JEO,3:40:00 pm,4:20:00 pm,30,clear.warm,aspen,a,Mertensia.fusiformis,4,
Gothic.Spires,GS,2015,19-Jun-15,170,6,JEO,3:40:00 pm,4:20:00 pm,30,clear.warm,aspen,a,Taraxacum.officinale,1,
Gothic.Spires,GS,2015,19-Jun-15,170,6,JEO,3:40:00 pm,4:20:00 pm,30,clear.warm,aspen,a,Valeriana.occidentalis,6,
Gothic.Spires,GS,2015,19-Jun-15,170,6,JEO,3:40:00 pm,4:20:00 pm,30,clear.warm,aspen,a,Viola.adunca,7,
Gothic.Spires,GS,2015,19-Jun-15,170,6,JEO,3:40:00 pm,4:20:00 pm,30,clear.warm,wet,w,Delphinium.nuttallianum,1,
Gothic.Spires,GS,2015,19-Jun-15,170,6,JEO,3:40:00 pm,4:20:00 pm,30,clear.warm,wet,w,Dodecatheon.pulchellum,6,
Gothic.Spires,GS,2015,19-Jun-15,170,6,JEO,3:40:00 pm,4:20:00 pm,30,clear.warm,wet,w,Fragaria.virginiana,5,
Gothic.Spires,GS,2015,19-Jun-15,170,6,JEO,3:40:00 pm,4:20:00 pm,30,clear.warm,wet,w,Hydrophyllum.fendleri,2,
Gothic.Spires,GS,2015,19-Jun-15,170,6,JEO,3:40:00 pm,4:20:00 pm,30,clear.warm,wet,w,Distegia.involucrata,7,
Gothic.Spires,GS,2015,19-Jun-15,170,6,JEO,3:40:00 pm,4:20:00 pm,30,clear.warm,wet,w,Senecio.integerrimus,3,
Gothic.Spires,GS,2015,19-Jun-15,170,6,JEO,3:40:00 pm,4:20:00 pm,30,clear.warm,wet,w,Taraxacum.officinale,4,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,aspen,a,Hydrophyllum.fendleri,1,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,aspen,a,Mertensia.fusiformis,2,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,aspen,a,Ranunculus.inamoenus,5,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,aspen,a,Ribes.montigenum,5,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,aspen,a,Taraxacum.officinale,5,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,aspen,a,Thalictrum.fendleri,5,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,aspen,a,Valeriana.occidentalis,5,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,aspen,a,Viola.adunca,3,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,aspen,a,Viola.canadensis,4,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,dry,d,Agoseris.aurantiaca,7,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,dry,d,Delphinium.nuttallianum,1,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,dry,d,Frasera.speciosa,5,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,dry,d,Erythrocoma.triflora,7,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,dry,d,Lathyrus.leucanthus,4,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,dry,d,Lupinus.bakeri,3,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,dry,d,Mahonia.repens,7,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,dry,d,Potentilla.pulcherrima,6,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,dry,d,Senecio.integerrimus,2,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,dry,d,Taraxacum.officinale,7,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,wet,w,Delphinium.nuttallianum,1,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,wet,w,Dodecatheon.pulchellum,7,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,wet,w,Hydrophyllum.fendleri,3,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,wet,w,Lupinus.bakeri,4,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,wet,w,Mertensia.fusiformis,2,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,wet,w,Osmorhiza.occidentalis,7,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,wet,w,Ranunculus.cymbalaria,7,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,wet,w,Sambucus.racemosa,7,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,wet,w,Lithophragma.glabrum,7,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,wet,w,Senecio.integerrimus,6,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,wet,w,Taraxacum.officinale,7,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,wet,w,Valeriana.occidentalis,5,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,aspen,a,Geranium.richardsonii,7,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,aspen,a,Hydrophyllum.fendleri,4,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,aspen,a,Osmorhiza.occidentalis,1,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,aspen,a,Sambucus.racemosa,5,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,aspen,a,Thalictrum.fendleri,2,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,aspen,a,Valeriana.occidentalis,3,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,aspen,a,Viola.canadensis,6,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Amelanchier.alnifolia,8,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Delphinium.nuttallianum,1,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Eriogonum.umbellatum,8,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Frasera.speciosa,5,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Erythrocoma.triflora,7,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Lathyrus.leucanthus,4,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Lupinus.bakeri,3,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Potentilla.pulcherrima,6,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Senecio.integerrimus,2,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Taraxacum.officinale,8,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Wyethia.arizonica,8,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Delphinium.nuttallianum,2,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Erythrocoma.triflora,8,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Hydrophyllum.fendleri,3,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Lathyrus.leucanthus,6,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Lupinus.bakeri,1,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Mertensia.fusiformis,7,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Osmorhiza.occidentalis,5,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Senecio.integerrimus,4,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Stellaria.longifolia,8,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Taraxacum.officinale,8,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,aspen,a,Fragaria.virginiana,3,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,aspen,a,Frasera.speciosa,6,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,aspen,a,Geranium.richardsonii,4,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,aspen,a,Hydrophyllum.fendleri,1,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,aspen,a,Lathyrus.leucanthus,2,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,aspen,a,Mertensia.ciliata,6,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,aspen,a,Mertensia.fusiformis,6,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,aspen,a,Osmorhiza.occidentalis,6,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,aspen,a,Potentilla.pulcherrima,6,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,aspen,a,Sambucus.racemosa,6,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,aspen,a,Taraxacum.officinale,5,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,aspen,a,Thalictrum.fendleri,6,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,dry,d,Boechera.stricta,5,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,dry,d,Delphinium.nuttallianum,1,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,dry,d,Fragaria.virginiana,2,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,dry,d,Lathyrus.leucanthus,4,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,dry,d,Mertensia.fusiformis,3,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,dry,d,Osmorhiza.occidentalis,6,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,dry,d,Potentilla.pulcherrima,6,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,dry,d,Sambucus.racemosa,6,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,dry,d,Taraxacum.officinale,6,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,dry,d,Viola.praemorsa,6,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,wet,w,Delphinium.nuttallianum,6,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,wet,w,Fragaria.virginiana,3,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,wet,w,Hydrophyllum.fendleri,1,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,wet,w,Mertensia.ciliata,4,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,wet,w,Mertensia.fusiformis,2,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,wet,w,Noccaea.fendleri,10,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,wet,w,Potentilla.pulcherrima,7,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,wet,w,Ranunculus.inamoenus,10,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,wet,w,Taraxacum.officinale,5,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,wet,w,Valeriana.occidentalis,8,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,,wet,w,Viola.praemorsa,9,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,aspen,a,Delphinium.nuttallianum,8,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,aspen,a,Fragaria.virginiana,4,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,aspen,a,Geranium.richardsonii,5,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,aspen,a,Hydrophyllum.fendleri,2,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,aspen,a,Lathyrus.leucanthus,1,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,aspen,a,Maianthemum.stellatum,8,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,aspen,a,Mertensia.ciliata,1,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,aspen,a,Mertensia.fusiformis,5,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,aspen,a,Osmorhiza.occidentalis,3,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,aspen,a,Potentilla.pulcherrima,6,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,aspen,a,Sambucus.racemosa,8,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,aspen,a,Taraxacum.officinale,7,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,aspen,a,Vicia.americana,8,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,aspen,a,Viola.praemorsa,5,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,Boechera.stricta,5,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,Delphinium.nuttallianum,1,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,Fragaria.virginiana,4,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,Lathyrus.leucanthus,2,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,Osmorhiza.occidentalis,7,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,Potentilla.pulcherrima,3,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,Pseudocymopterus.montanus,8,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,Thalictrum.fendleri,6,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,wet,w,Boechera.stricta,11,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,wet,w,Delphinium.nuttallianum,7,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,wet,w,Fragaria.virginiana,3,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,wet,w,Hydrophyllum.fendleri,2,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,wet,w,Mertensia.ciliata,1,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,wet,w,Mertensia.fusiformis,4,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,wet,w,Noccaea.fendleri,11,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,wet,w,Potentilla.pulcherrima,8,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,wet,w,Pseudocymopterus.montanus,10,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,wet,w,Ranunculus.inamoenus,11,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,wet,w,Ribes.montigenum,9,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,wet,w,Taraxacum.officinale,5,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,wet,w,Viola.praemorsa,6,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,aspen,a,Aquilegia.coerulea,10,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,aspen,a,Delphinium.barbeyi,10,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,aspen,a,Fragaria.virginiana,10,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,aspen,a,Geranium.richardsonii,9,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,aspen,a,Heracleum.sphondylium,4,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,aspen,a,Hydrophyllum.fendleri,2,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,aspen,a,Lathyrus.leucanthus,8,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,aspen,a,Ligusticum.porteri,1,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,aspen,a,Mertensia.ciliata,3,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,aspen,a,Osmorhiza.occidentalis,6,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,aspen,a,Pseudocymopterus.montanus,7,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,aspen,a,Taraxacum.officinale,10,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,aspen,a,Thalictrum.fendleri,5,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,aspen,a,Vicia.americana,10,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,dry,d,Delphinium.nuttallianum,4,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,dry,d,Dugaldia.hoopesii,7,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,dry,d,Fragaria.virginiana,6,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,dry,d,Lathyrus.leucanthus,2,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,dry,d,Ligusticum.porteri,5,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,dry,d,Potentilla.pulcherrima,1,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,dry,d,Pseudocymopterus.montanus,8,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,dry,d,Vicia.americana,3,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,wet,w,Aquilegia.coerulea,9,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,wet,w,Delphinium.nuttallianum,10,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,wet,w,Dugaldia.hoopesii,7,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,wet,w,Helianthella.quinquenervis,6,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,wet,w,Hydrophyllum.fendleri,2,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,wet,w,Lathyrus.leucanthus,1,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,wet,w,Ligusticum.porteri,5,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,wet,w,Mertensia.ciliata,4,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,wet,w,Potentilla.pulcherrima,3,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,wet,w,Ranunculus.inamoenus,10,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,wet,w,Taraxacum.officinale,10,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,wet,w,Veratrum.tenuipetalum,10,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,wet,w,Vicia.americana,8,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,aspen,a,Delphinium.nuttallianum,6,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,aspen,a,Frasera.speciosa,6,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,aspen,a,Geranium.richardsonii,5,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,aspen,a,Heracleum.sphondylium,6,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,aspen,a,Hydrophyllum.fendleri,1,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,aspen,a,Lupinus.bakeri,6,
